"plot","LAI","date","percentN","bgm2.areascaled","agm2.core.areascaled","bgm2.core.stemscaled","agm2.core.stemscaled","agm2.allom","bgm2.allometric.rootshoot","bgm2.allometric.rootgreenshoot","agm2.allom.new","bgm2.allo.new.rootshoot","bgm2.allo.new.rootgreenshoot","rhizm2.allometric.rootshoot","rhizm2.allometric.rootgreenshoot","rhizm2.allo.new.rootshoot","rhizm2.allo.new.rootgreenshoot","rhizm2.areascaled","rhizm2.core.stemscaled","chlorophyll","year","mo","site"
"fb1",0.7975,2016-07-20,0.64125,3761.21018921574,4559.57424288546,326.628333333333,396.590666666667,201.739541958422,169.381017869054,169.381017869054,177.834357605049,149.340868971529,149.340868971529,118.867878752744,118.867878752744,104.7927040211,104.7927040211,2664.50272096801,231.586333333333,30.8888888888889,2016,7,"fluxb"
"fb1",0.745,2016-07-27,0.7025,3465.72960446319,4058.15264451748,298.056666666667,350.045333333333,196.246279114193,172.652551819171,172.652551819171,173.164853526568,152.39398052775,152.39398052775,118.226717994081,118.226717994081,104.337297166645,104.337297166645,2410.38089050261,207.620666666667,29.8777777777778,2016,7,"fluxb"
"fb1",0.6925,2016-08-03,0.76375,3170.24901971063,3556.73104614951,269.485,303.5,190.753016269964,175.924085769289,175.924085769289,168.495349448086,155.44709208397,155.44709208397,117.585557235417,117.585557235417,103.881890312189,103.881890312189,2156.25906003721,183.655,28.8666666666667,2016,8,"fluxb"
"fb1",0.64,2016-08-10,0.825,2874.76843495807,3055.30944778153,240.913333333333,256.954666666667,185.259753425735,179.195619719406,179.195619719406,163.825845369604,158.50020364019,158.50020364019,116.944396476753,116.944396476753,103.426483457734,103.426483457734,1902.13722957181,159.689333333333,27.8555555555556,2016,8,"fluxb"
"fb1",0.5875,2016-08-17,0.88625,2579.28785020552,2553.88784941356,212.341666666667,210.409333333333,179.766490581506,182.467153669524,182.467153669524,159.156341291123,161.55331519641,161.55331519641,116.30323571809,116.30323571809,102.971076603279,102.971076603279,1648.0153991064,135.723666666667,26.8444444444444,2016,8,"fluxb"
"fb1",0.596285714285714,2016-08-24,0.9475,2749.46524502855,2676.78939486943,239.485714285714,232.98,171.90425825594,176.284508443527,176.284508443527,163.776609665086,168.126193264053,168.126193264053,123.272719717292,123.272719717292,120.967236000664,120.967236000664,2008.76676355767,178.435714285714,28.7142857142857,2016,8,"fluxb"
"fb1",0.615285714285714,2016-08-31,1.00875,2997.25230311418,2903.74479762928,275.915714285714,267.07,163.647197683485,168.526166688178,168.526166688178,169.945173447789,175.2856990836,175.2856990836,131.510644509473,131.510644509473,142.038656440022,142.038656440022,2471.99699382837,232.260714285714,31.0642857142857,2016,8,"fluxb"
"fb1",0.634285714285714,2016-09-07,1.07,3245.03936119982,3130.70020038913,312.345714285714,301.16,155.39013711103,160.767824932828,160.767824932828,176.113737230493,182.445204903147,182.445204903147,139.748569301653,139.748569301653,163.11007687938,163.11007687938,2935.22722409908,286.085714285714,33.4142857142857,2016,9,"fluxb"
"fb1",0.653285714285714,2016-09-14,1.13125,3492.82641928545,3357.65560314898,348.775714285714,335.25,147.133076538575,153.009483177479,153.009483177479,182.282301013197,189.604710722693,189.604710722693,147.986494093833,147.986494093833,184.181497318739,184.181497318739,3398.45745436978,339.910714285714,35.7642857142857,2016,9,"fluxb"
"fb1",0.672285714285714,2016-09-21,1.12428571428571,3329.30575642742,3230.00297840827,359.068571428571,350.674285714286,157.773055723291,160.945561585714,168.771453922222,187.014288955417,191.642863143983,198.833228903904,144.615452432283,148.88192967118,175.850045791126,179.770050122253,3136.02558596114,328.285714285714,36.2285714285714,2016,9,"fluxb"
"fb1",0.691285714285714,2016-09-28,1.10595238095238,3097.23380674545,3043.24901575081,365.005238095238,362.987619047619,171.562541534202,171.497376687879,188.453476750315,191.506847590889,192.827456665564,208.406582478725,139.309583028444,148.553617046055,162.618115602352,171.111458319794,2752.65003443927,305.752380952381,36.3785714285714,2016,9,"fluxb"
"fb1",0.710285714285714,2016-10-05,1.08761904761905,2865.16185706348,2856.49505309335,370.941904761905,375.300952380952,185.352027345114,182.049191790045,208.135499578408,195.999406226362,194.012050187144,217.979936053547,134.003713624605,148.22530442093,149.386185413577,162.452866517335,2369.2744829174,283.219047619048,36.5285714285714,2016,10,"fluxb"
"fb1",0.729285714285714,2016-10-12,1.06928571428571,2633.08990738151,2669.74109043589,376.878571428571,387.614285714286,199.141513156025,192.601006892211,227.817522406501,200.491964861834,195.196643708724,227.553289628368,128.697844220766,147.896991795805,136.154255224803,153.794274714876,1985.89893139553,260.685714285714,36.6785714285714,2016,10,"fluxb"
"fb1",0.748285714285714,2016-10-19,1.05095238095238,2401.01795769954,2482.98712777843,382.815238095238,399.927619047619,212.930998966936,203.152821994377,247.499545234594,204.984523497307,196.381237230305,237.126643203189,123.391974816927,147.56867917068,122.922325036029,145.135682912417,1602.52337987366,238.152380952381,36.8285714285714,2016,10,"fluxb"
"fb1",0.767285714285714,2016-10-26,1.03261904761905,2168.94600801757,2296.23316512097,388.751904761905,412.240952380952,226.720484777847,213.704637096543,267.181568062687,209.477082132779,197.565830751885,246.699996778011,118.086105413089,147.240366545555,109.690394847254,136.477091109958,1219.14782835179,215.619047619048,36.9785714285714,2016,10,"fluxb"
"fb2",2.21,2016-05-04,0.72,2249.81877518458,668.805776248828,1231.2,366,117.679549688092,395.866288458957,395.866288458957,137.231338886516,461.637225237921,461.637225237921,226.099069236792,226.099069236792,263.66414618852,263.66414618852,1284.98421272726,703.2,44,2016,5,"fluxb"
"fb2",2.06,2016-05-11,0.723,2196.31431308467,778.226786854784,1126.848,348.696,125.981903519761,375.800780859297,375.800780859297,142.080129605211,433.537240329732,433.537240329732,215.022100952193,215.022100952193,247.969658396278,247.969658396278,1257.79342051255,643.968,43,2016,5,"fluxb"
"fb2",1.91,2016-05-18,0.726,2142.80985098477,887.64779746074,1022.496,331.392,134.284257351429,355.735273259638,355.735273259638,146.928920323907,405.437255421544,405.437255421544,203.945132667595,203.945132667595,232.275170604036,232.275170604036,1230.60262829785,584.736,42,2016,5,"fluxb"
"fb2",1.76,2016-05-25,0.729,2089.30538888486,997.068808066697,918.144,314.088,142.586611183098,335.669765659978,335.669765659978,151.777711042602,377.337270513355,377.337270513355,192.868164382996,192.868164382996,216.580682811793,216.580682811793,1203.41183608314,525.504,41,2016,5,"fluxb"
"fb2",1.61,2016-06-01,0.732,2035.80092678496,1106.48981867265,813.792,296.784,150.888965014767,315.604258060318,315.604258060318,156.626501761297,349.237285605167,349.237285605167,181.791196098398,181.791196098398,200.886195019551,200.886195019551,1176.22104386843,466.272,40,2016,6,"fluxb"
"fb2",1.46,2016-06-08,0.735,1982.29646468505,1215.91082927861,709.44,279.48,159.191318846436,295.538750460658,295.538750460658,161.475292479993,321.137300696979,321.137300696979,170.714227813799,170.714227813799,185.191707227309,185.191707227309,1149.03025165372,407.04,39,2016,6,"fluxb"
"fb2",1.31,2016-06-15,0.738,1928.79200258514,1325.33183988457,605.088,262.176,167.493672678104,275.473242860999,275.473242860999,166.324083198688,293.03731578879,293.03731578879,159.6372595292,159.6372595292,169.497219435067,169.497219435067,1121.83945943902,347.808,38,2016,6,"fluxb"
"fb2",1.16,2016-06-22,0.741,1875.28754048524,1434.75285049052,500.736,244.872,175.796026509773,255.407735261339,255.407735261339,171.172873917383,264.937330880602,264.937330880602,148.560291244602,148.560291244602,153.802731642825,153.802731642825,1094.64866722431,288.576,37,2016,6,"fluxb"
"fb2",1.01,2016-06-29,0.744,1821.78307838533,1544.17386109648,396.384,227.568,184.098380341442,235.342227661679,235.342227661679,176.021664636078,236.837345972413,236.837345972413,137.483322960003,137.483322960003,138.108243850582,138.108243850582,1067.4578750096,229.344,36,2016,6,"fluxb"
"fb2",0.86,2016-07-06,0.747,1768.27861628543,1653.59487170243,292.032,210.264,192.40073417311,215.27672006202,215.27672006202,180.870455354774,208.737361064225,208.737361064225,126.406354675405,126.406354675405,122.41375605834,122.41375605834,1040.2670827949,170.112,35,2016,7,"fluxb"
"fb2",0.71,2016-07-13,0.75,1714.77415418552,1763.01588230839,187.68,192.96,200.703088004779,195.21121246236,195.21121246236,185.719246073469,180.637376156036,180.637376156036,115.329386390806,115.329386390806,106.719268266098,106.719268266098,1013.07629058019,110.88,34,2016,7,"fluxb"
"fb2",0.632222222222222,2016-07-20,0.79375,1910.48207395669,1666.22786969825,191.404259259259,174.139074074074,196.318993311527,231.759730845102,235.989939413451,184.015931715504,219.519113884206,223.720901121207,148.318629674988,151.464868602133,141.010390684134,144.135491102952,1209.63696817172,119.232037037037,33.0083333333333,2016,7,"fluxb"
"fb2",0.554444444444444,2016-07-27,0.8375,2106.18999372787,1569.4398570881,195.128518518518,155.318148148148,191.934898618275,268.308249227844,276.768666364542,182.312617357539,258.400851612376,266.804426086378,181.30787295917,187.600350813459,175.301513102171,181.551713939805,1406.19764576325,127.584074074074,32.0166666666667,2016,7,"fluxb"
"fb2",0.476666666666667,2016-08-03,0.88125,2301.89791349904,1472.65184447796,198.852777777778,136.497222222222,187.550803925023,304.856767610586,317.547393315633,180.609302999574,297.282589340546,309.88795105155,214.297116243352,223.735833024786,209.592635520207,218.967936776659,1602.75832335477,135.936111111111,31.025,2016,8,"fluxb"
"fb2",0.398888888888889,2016-08-10,0.925,2497.60583327021,1375.86383186781,202.577037037037,117.676296296296,183.166709231771,341.405285993328,358.326120266724,178.905988641609,336.164327068716,352.971476016721,247.286359527534,259.871315236113,243.883757938243,256.384159613512,1799.3190009463,144.288148148148,30.0333333333333,2016,8,"fluxb"
"fb2",0.321111111111111,2016-08-17,0.96875,2693.31375304139,1279.07581925767,206.301296296296,98.8553703703704,178.782614538519,377.95380437607,399.104847217816,177.202674283643,375.046064796886,396.055000981892,280.275602811717,296.00679744744,278.17488035628,293.800382450366,1995.87967853783,152.640185185185,29.0416666666667,2016,8,"fluxb"
"fb2",0.361428571428571,2016-08-24,1.0125,2614.6076868669,1339.96098730884,289.98619047619,168.085238095238,184.933803446046,362.999777295056,380.093273142671,191.518306279528,371.344313304903,388.322963772785,273.515233495877,286.22860711985,280.31281172474,292.940768519144,1971.80232252846,222.949047619047,30.0142857142857,2016,8,"fluxb"
"fb2",0.421428571428571,2016-08-31,1.05625,2490.16595636815,1427.12501880356,386.997857142857,251.990238095238,192.840872953703,339.46199263675,351.116648896488,208.50376266772,360.545313609561,372.121666201299,260.129928746701,268.798138035773,277.09187791827,285.70184845991,1910.95196091893,303.584047619047,31.3142857142857,2016,8,"fluxb"
"fb2",0.481428571428571,2016-09-07,1.1,2365.72422586939,1514.28905029828,484.009523809524,335.895238095238,200.74794246136,315.924207978444,322.140024650304,225.489219055912,349.746313914219,355.920368629812,246.744623997525,251.367668951697,273.870944111801,278.462928400675,1850.10159930941,384.219047619047,32.6142857142857,2016,9,"fluxb"
"fb2",0.541428571428571,2016-09-14,1.14375,2241.28249537063,1601.453081793,581.02119047619,419.800238095238,208.655011969016,292.386423320138,293.163400404121,242.474675444104,338.947314218877,339.719071058326,233.359319248349,233.937199867621,270.650010305331,271.224008341441,1789.25123769988,464.854047619047,33.9142857142857,2016,9,"fluxb"
"fb2",0.601428571428571,2016-09-21,1.13142857142857,2224.44487922385,1494.55379788438,610.628571428571,405.264761904762,243.728432046213,430.832188856552,430.832188856552,264.529722845255,445.662760701336,445.662760701336,293.982801029214,293.982801029214,313.28221026434,313.28221026434,1692.53283797303,460.914285714285,34.9714285714286,2016,9,"fluxb"
"fb2",0.661428571428571,2016-09-28,1.1097619047619,2225.54128213573,1355.3106280752,629.001904761905,374.32253968254,283.329577218333,596.275212758753,596.275212758753,287.429702081898,571.963948213428,571.963948213428,366.941080565084,366.941080565084,363.556599184262,363.556599184262,1589.83643189329,442.87873015873,35.9880952380952,2016,9,"fluxb"
"fb2",0.721428571428572,2016-10-05,1.08809523809524,2226.63768504762,1216.06745826602,647.375238095238,343.380317460317,322.930722390453,761.718236660954,761.718236660954,310.329681318542,698.265135725521,698.265135725521,439.899360100955,439.899360100955,413.830988104185,413.830988104185,1487.14002581355,424.843174603174,37.0047619047619,2016,10,"fluxb"
"fb2",0.781428571428571,2016-10-12,1.06642857142857,2227.7340879595,1076.82428845684,665.748571428571,312.438095238095,362.531867562574,927.161260563154,927.161260563154,333.229660555185,824.566323237613,824.566323237613,512.857639636826,512.857639636826,464.105377024107,464.105377024107,1384.44361973382,406.807619047619,38.0214285714286,2016,10,"fluxb"
"fb2",0.841428571428571,2016-10-19,1.0447619047619,2228.83049087138,937.581118647654,684.121904761905,281.495873015873,402.133012734694,1092.60428446536,1092.60428446536,356.129639791829,950.867510749706,950.867510749706,585.815919172697,585.815919172697,514.379765944029,514.379765944029,1281.74721365408,388.772063492063,39.0380952380952,2016,10,"fluxb"
"fb2",0.901428571428571,2016-10-26,1.02309523809524,2229.92689378327,798.337948838473,702.495238095238,250.55365079365,441.734157906814,1258.04730836756,1258.04730836756,379.029619028472,1077.1686982618,1077.1686982618,658.774198708568,658.774198708568,564.654154863951,564.654154863951,1179.05080757434,370.736507936508,40.0547619047619,2016,10,"fluxb"
"fb3",0.51,2016-05-04,0.85,1804.67919295995,585.479154945696,757.16,245.64,100.072573603546,308.463401032652,308.463401032652,118.725608273625,365.959459210463,365.959459210463,255.616086882465,255.616086882465,303.2616660772,303.2616660772,1495.49357180886,627.44,43.3,2016,5,"fluxb"
"fb3",0.506,2016-05-11,0.849,1798.75861723578,564.866780202289,726.02,230.764,110.467114116007,371.488917037833,927.210305199833,125.86528620165,416.84179103097,934.713195260966,291.495730747611,655.227945863694,330.192010403336,669.150555131763,1460.18939804622,593.872,42.52,2016,5,"fluxb"
"fb3",0.502,2016-05-18,0.848,1792.83804151161,544.254405458883,694.88,215.888,120.861654628468,434.514433043014,1545.95720936701,133.004964129676,467.724122851477,1503.46693131147,327.375374612757,1054.83980484492,357.122354729472,1035.03944418633,1424.88522428357,560.304,41.74,2016,5,"fluxb"
"fb3",0.498,2016-05-25,0.847,1786.91746578744,523.642030715476,663.74,201.012,131.256195140929,497.539949048194,2164.70411353419,140.144642057701,518.606454671984,2072.22066736197,363.255018477903,1454.45166382615,384.052699055608,1400.92833324089,1389.58105052093,526.736,40.96,2016,5,"fluxb"
"fb3",0.494,2016-06-01,0.846,1780.99689006327,503.02965597207,632.6,186.136,141.65073565339,560.565465053375,2783.45101770138,147.284319985726,569.488786492491,2640.97440341247,399.134662343049,1854.06352280738,410.983043381744,1766.81722229545,1354.27687675828,493.168,40.18,2016,6,"fluxb"
"fb3",0.49,2016-06-08,0.845,1775.0763143391,482.417281228663,601.46,171.26,152.045276165851,623.590981058556,3402.19792186856,154.423997913752,620.371118312998,3209.72813946298,435.014306208195,2253.67538178861,437.913387707879,2132.70611135001,1318.97270299564,459.6,39.4,2016,6,"fluxb"
"fb3",0.486,2016-06-15,0.844,1769.15573861493,461.804906485256,570.32,156.384,162.439816678311,686.616497063737,4020.94482603574,161.563675841777,671.253450133505,3778.48187551348,470.89395007334,2653.28724076984,464.843732034015,2498.59500040458,1283.668529233,426.032,38.62,2016,6,"fluxb"
"fb3",0.482,2016-06-22,0.843,1763.23516289076,441.19253174185,539.18,141.508,172.834357190772,749.642013068918,4639.69173020292,168.703353769802,722.135781954012,4347.23561156398,506.773593938486,3052.89909975106,491.774076360151,2864.48388945914,1248.36435547035,392.464,37.84,2016,6,"fluxb"
"fb3",0.478,2016-06-29,0.842,1757.31458716659,420.580156998443,508.04,126.632,183.228897703233,812.667529074098,5258.4386343701,175.843031697827,773.018113774519,4915.98934761449,542.653237803632,3452.51095873229,518.704420686287,3230.3727785137,1213.06018170771,358.896,37.06,2016,6,"fluxb"
"fb3",0.474,2016-07-06,0.841,1751.39401144242,399.967782255037,476.9,111.756,193.623438215694,875.693045079279,5877.18553853728,182.982709625853,823.900445595026,5484.74308366499,578.532881668778,3852.12281771352,545.634765012423,3596.26166756827,1177.75600794506,325.328,36.28,2016,7,"fluxb"
"fb3",0.47,2016-07-13,0.84,1745.47343571825,379.35540751163,445.76,96.88,204.017978728155,938.71856108446,6495.93244270446,190.122387553878,874.782777415533,6053.49681971549,614.412525533924,4251.73467669475,572.565109338559,3962.15055662283,1142.45183418242,291.76,35.5,2016,7,"fluxb"
"fb3",0.454444444444444,2016-07-20,0.87828125,1940.32859766907,471.026873199653,382.752222222222,85.3711111111111,182.917355834943,816.158078699884,5305.31930625592,171.936600941134,765.341839217281,4949.74393331939,542.994500140101,3483.0889188301,509.835028542032,3250.47876427826,1348.39284779784,253.993333333333,33.3611111111111,2016,7,"fluxb"
"fb3",0.438888888888889,2016-07-27,0.9165625,2135.18375961989,562.698338887675,319.744444444444,73.8622222222222,161.816732941731,693.597596315308,4114.70616980739,153.75081432839,655.900901019028,3845.99104692329,471.576474746278,2714.44316096545,447.104947745504,2538.80697193369,1554.33386141326,216.226666666667,31.2222222222222,2016,7,"fluxb"
"fb3",0.423333333333333,2016-08-03,0.95484375,2330.03892157071,654.369804575698,256.736666666667,62.3533333333333,140.716110048519,571.037113930732,2924.09303335885,135.565027715645,546.459962820776,2742.2381605272,400.158449352455,1945.7974031008,384.374866948977,1827.13517958912,1760.27487502868,178.46,29.0833333333333,2016,8,"fluxb"
"fb3",0.407777777777778,2016-08-10,0.993125,2524.89408352153,746.04127026372,193.728888888889,50.8444444444445,119.615487155307,448.476631546157,1733.47989691032,117.379241102901,437.019024622524,1638.4852741311,328.740423958632,1177.15164523615,321.644786152449,1115.46338724454,1966.2158886441,140.693333333333,26.9444444444444,2016,8,"fluxb"
"fb3",0.392222222222222,2016-08-17,1.03140625,2719.74924547235,837.712735951743,130.721111111111,39.3355555555556,98.5148642620947,325.916149161581,542.866760461779,99.1934544901571,327.578086424272,534.732387735001,257.322398564808,408.505887371504,258.914705355922,403.791594899972,2172.15690225952,102.926666666667,24.8055555555556,2016,8,"fluxb"
"fb3",0.436285714285714,2016-08-24,1.0696875,2591.58322571735,965.930965369209,150.897142857143,67.594693877551,94.8178705508354,271.102194430059,329.408964318236,102.771398128843,284.201004322457,345.859101568895,210.165997515147,254.989475231702,218.129564014292,264.958391385998,1970.39266164175,107.351836734694,27.3714285714286,2016,8,"fluxb"
"fb3",0.490285714285714,2016-08-31,1.10796875,2409.58034234472,1100.24032207492,184.937142857143,102.481836734694,94.0214817032348,227.579327640713,278.810391558859,109.976630142767,251.834564903383,309.465748774454,167.053200522845,203.994620712708,181.001912581812,221.598286010458,1700.67754531845,118.808979591837,30.7214285714286,2016,8,"fluxb"
"fb3",0.544285714285714,2016-09-07,1.14625,2227.57745897209,1234.54967878062,218.977142857143,137.368979591837,93.2250928556343,184.056460851366,228.211818799481,117.181862156691,219.468125484308,273.072395980013,123.940403530543,152.999766193715,143.874261149332,178.238180634918,1430.96242899515,130.26612244898,34.0714285714286,2016,9,"fluxb"
"fb3",0.598285714285714,2016-09-14,1.18453125,2045.57457559946,1368.85903548633,253.017142857143,172.25612244898,92.4287040080337,140.53359406202,177.613246040104,124.387094170615,187.101686065234,236.679043185572,80.8276065382415,102.004911674721,106.746609716852,134.878075259377,1161.24731267185,141.723265306122,37.4214285714286,2016,9,"fluxb"
"fb3",0.652285714285714,2016-09-21,1.23142857142857,2050.58670319664,1232.35687295686,430.868571428571,179.897142857143,97.4525716260623,252.569174654247,283.485320516682,129.498337683458,321.398799439307,363.400585537307,145.927386112135,163.114212042175,185.297332573789,208.646859698844,1152.78934735161,247.954285714286,38.8,2016,9,"fluxb"
"fb3",0.706285714285714,2016-09-28,1.2797619047619,2086.76799928879,1050.71945722152,632.688571428571,182.997142857143,103.446481988362,390.531163143402,415.435836199253,134.260583112788,483.473171612237,517.307943746737,229.062595113727,242.907538224037,283.127784478962,301.937125774145,1187.87424053187,369.980952380952,39.85,2016,9,"fluxb"
"fb3",0.760285714285714,2016-10-05,1.32809523809524,2122.94929538094,869.082041486182,834.508571428571,186.097142857143,109.440392350663,528.493151632557,547.386351881823,139.022828542118,645.547543785168,671.215301956168,312.197804115319,322.700864405899,380.958236384135,395.227391849446,1222.95913371214,492.007619047619,40.9,2016,10,"fluxb"
"fb3",0.814285714285714,2016-10-12,1.37642857142857,2159.13059147309,687.444625750845,1036.32857142857,189.197142857143,115.434302712963,666.455140121713,679.336867564394,143.785073971448,807.621915958099,825.122660165599,395.333013116911,402.494190587761,478.788688289308,488.517657924748,1258.04402689241,614.034285714286,41.95,2016,10,"fluxb"
"fb3",0.868285714285714,2016-10-19,1.4247619047619,2195.31188756524,505.807210015507,1238.14857142857,192.297142857143,121.428213075263,804.417128610868,811.287383246965,148.547319400778,969.696288131029,979.030018375029,478.468222118503,482.287516769623,576.619140194481,581.807924000049,1293.12892007267,736.060952380952,43,2016,10,"fluxb"
"fb3",0.922285714285714,2016-10-26,1.47309523809524,2231.49318365739,324.169794280169,1439.96857142857,195.397142857143,127.422123437563,942.379117100023,943.237898929535,153.309564830108,1131.77066030396,1132.93737658446,561.603431120095,562.080842951485,674.449592099654,675.09819007535,1328.21381325294,858.087619047619,44.05,2016,10,"fluxb"
"fb4",0.2,2016-05-04,1.55,1559.08494069809,309.185621151098,327.06,64.86,112.859162803615,569.098331584185,569.098331584185,134.211153640965,676.766881125718,676.766881125718,391.405181638068,391.405181638068,465.455703052709,465.455703052709,1072.28204782189,224.94,37.5,2016,5,"fluxb"
"fb4",0.224,2016-05-11,1.482,1538.69184653706,286.380440583925,307.538,59.1633333333333,107.841752429295,616.88948896452,616.88948896452,128.677391913194,740.830315911779,740.830315911779,401.057358094263,401.057358094263,480.30358807884,480.30358807884,1028.20665076418,208.59,37.12,2016,5,"fluxb"
"fb4",0.248,2016-05-18,1.414,1518.29875237603,263.575260016752,288.016,53.4666666666667,102.824342054976,664.680646344854,664.680646344854,123.143630185424,804.89375069784,804.89375069784,410.709534550457,410.709534550457,495.151473104971,495.151473104971,984.131253706471,192.24,36.74,2016,5,"fluxb"
"fb4",0.272,2016-05-25,1.346,1497.905658215,240.770079449578,268.494,47.77,97.8069316806561,712.471803725188,712.471803725188,117.609868457653,868.957185483902,868.957185483902,420.361711006652,420.361711006652,509.999358131102,509.999358131102,940.055856648762,175.89,36.36,2016,5,"fluxb"
"fb4",0.296,2016-06-01,1.278,1477.51256405397,217.964898882405,248.972,42.0733333333333,92.7895213063364,760.262961105523,760.262961105523,112.076106729883,933.020620269963,933.020620269963,430.013887462847,430.013887462847,524.847243157233,524.847243157233,895.980459591052,159.54,35.98,2016,6,"fluxb"
"fb4",0.32,2016-06-08,1.21,1457.11946989294,195.159718315232,229.45,36.3766666666667,87.7721109320168,808.054118485857,808.054118485857,106.542345002112,997.084055056024,997.084055056024,439.666063919041,439.666063919041,539.695128183364,539.695128183364,851.905062533343,143.19,35.6,2016,6,"fluxb"
"fb4",0.344,2016-06-15,1.142,1436.72637573191,172.354537748059,209.928,30.68,82.7547005576972,855.845275866192,855.845275866192,101.008583274342,1061.14748984209,1061.14748984209,449.318240375236,449.318240375236,554.543013209494,554.543013209494,807.829665475633,126.84,35.22,2016,6,"fluxb"
"fb4",0.368,2016-06-22,1.074,1416.33328157088,149.549357180886,190.406,24.9833333333333,77.7372901833775,903.636433246526,903.636433246526,95.474821546571,1125.21092462815,1125.21092462815,458.970416831431,458.970416831431,569.390898235625,569.390898235625,763.754268417924,110.49,34.84,2016,6,"fluxb"
"fb4",0.392,2016-06-29,1.006,1395.94018740985,126.744176613712,170.884,19.2866666666667,72.7198798090579,951.427590626861,951.427590626861,89.9410598188004,1189.27435941421,1189.27435941421,468.622593287626,468.622593287626,584.238783261756,584.238783261756,719.678871360214,94.14,34.46,2016,6,"fluxb"
"fb4",0.416,2016-07-06,0.938,1375.54709324882,103.938996046539,151.362,13.59,67.7024694347382,999.218748007195,999.218748007195,84.4072980910298,1253.33779420027,1253.33779420027,478.27476974382,478.27476974382,599.086668287887,599.086668287887,675.603474302505,77.79,34.08,2016,7,"fluxb"
