pix,year,winlst.sum,winlst.avg,lst2.sum,lst2.avg,greenup.lst,greenup.soil
fac,2019,1640.1569638272194,18.223966264746885,898.9500515732788,18.34591941986283,2019-01-19,2019-02-05
fac,2020,1838.4743763695933,20.203015124940585,1025.6592758205466,20.931821955521357,2020-01-20,2020-01-26
fad,2014,1376.9934245238148,15.299926939153497,594.9273896110625,12.141375298184949,2014-03-02,2014-02-22
fad,2015,1263.985559542862,14.044283994920688,561.9136297145538,11.467625096215384,2015-03-13,2015-02-24
fad,2016,1438.1998889203603,15.804394383740222,629.3176732930042,12.843217822306208,2016-02-19,2016-02-15
fad,2017,1528.7636766027558,16.98626307336395,799.468569407994,16.31568508995906,2017-02-09,2017-01-29
fad,2018,1495.1029761182385,16.61225529020265,838.3629692176154,17.109448351379907,2018-02-04,2018-02-15
fad,2019,1660.5457636413216,18.450508484903576,898.2404682561906,18.33143812767736,2019-01-20,2019-02-06
fad,2020,1896.3608504459125,20.839130224680357,1057.9121203556442,21.59004327256417,2020-01-19,2020-01-26
fae,2014,4134.7035931621695,15.31371701171174,1785.7443489534087,12.14792074117965,2014-02-11,2014-01-14
fae,2015,3818.569638162943,14.142850511714604,1696.6241898113456,11.541661155179222,2015-02-08,2015-01-15
fae,2016,4348.261538584246,15.92769794353204,1904.0545172568281,12.952751818073661,2016-01-06,2016-01-06
fae,2017,4601.623247725928,17.043049065651584,2406.409255673406,16.37013099097555,2017-01-26,2017-01-13
fae,2018,4487.459413909476,16.62022005151658,2523.159486748074,17.164350249986896,2018-01-14,2018-01-25
fae,2019,5001.316073159455,18.523392863553536,2706.599716735929,18.412242970992715,2019-01-07,2019-01-06
fae,2020,5724.067493488468,20.967280195928456,3196.9816236320653,21.748174310422215,2020-01-07,2020-01-10
faf,2014,1703.620092131574,18.929112134795268,913.4974079251938,18.6428042433713,2014-01-23,2014-02-12
faf,2015,1394.3499352194222,15.49277705799358,815.8773332457521,16.65055782134188,2015-02-04,2015-02-12
faf,2016,1903.529568476795,20.917907345898847,1083.243004608871,22.10700009405859,2016-01-20,2016-02-05
faf,2017,1768.902384967349,19.654470944081655,1028.1017776901965,20.98166893245299,2017-01-22,2017-01-25
faf,2018,1187.489731423959,13.1943303491551,683.2778888013077,13.944446710230768,2018-02-19,2018-02-15
faf,2019,1837.15691950204,20.412854661133778,1035.5334443568631,21.133335599119654,2019-01-20,2019-01-29
faf,2020,1642.9748552005296,18.05466873846736,915.0432643572602,18.674352333821638,2020-01-26,2020-01-27
fba,2014,1431.603071894029,15.906700798822545,627.9475541316968,12.815256206769323,2014-02-23,2014-02-21
fba,2015,1284.0339650214985,14.267044055794429,572.0825186598987,11.67515344203875,2015-03-12,2015-02-19
fba,2016,1457.925933347572,16.021164102720572,637.2060740345576,13.004205592541991,2016-02-18,2016-02-15
fba,2017,1563.1452821698704,17.36828091299856,822.7293020780586,16.79039391996038,2017-02-07,2017-01-28
fba,2018,1490.820528915905,16.564672543510056,840.8066397968502,17.159319179527554,2018-02-04,2018-02-15
fba,2019,1640.1215116253225,18.22357235139247,873.1698594083598,17.819793049150203,2019-01-21,2019-02-05
fba,2020,1906.3163455161643,20.9485312694084,1065.379515593902,21.742439093753102,2020-01-19,2020-01-23
fbb,2014,1434.0889916167937,15.934322129075486,632.779059974925,12.913858366835203,2014-02-22,2014-02-20
fbb,2015,1296.0061407694693,14.400068230771883,577.4834156506552,11.785375829605208,2015-03-07,2015-02-19
fbb,2016,1472.0219931137808,16.176065858393198,644.3581498916539,13.150166324319466,2016-02-18,2016-02-15
fbb,2017,1576.8529512469274,17.52058834718808,830.545225242551,16.949902555970432,2017-02-07,2017-01-28
fbb,2018,1560.9291107918134,17.343656786575703,845.6907305476276,17.258994500971994,2018-02-03,2018-02-14
fbb,2019,1644.6274668080546,18.273638520089495,878.4833657987717,17.928231955076974,2019-01-20,2019-02-05
fbb,2020,1890.2868310267004,20.77238275853517,1054.4776047835578,21.51995111803179,2020-01-20,2020-01-23
fbc,2014,1439.3538131500488,15.992820146111653,633.5674057165883,12.929947055440575,2014-02-22,2014-02-21
fbc,2015,1292.4467609103945,14.36051956567105,580.1312863858049,11.839414007873568,2015-03-11,2015-02-20
fbc,2016,1481.7064031111358,16.282487946276216,646.7664101628325,13.199314493119031,2016-02-17,2016-02-15
fbc,2017,1573.885843582698,17.4876204842522,831.0783798558117,16.960783262363506,2017-02-07,2017-01-28
fbc,2018,1563.0355133076546,17.367061258973937,845.7361715085434,17.259921867521296,2018-02-03,2018-02-15
fbc,2019,1646.4541790422466,18.293935322691627,879.9924334169887,17.95902925340793,2019-01-20,2019-02-05
fbc,2020,1889.5582454468097,20.764376323591318,1054.1805443043195,21.513888659271828,2020-01-19,2020-01-26
ska,2014,1310.7591832696787,14.563990925218652,588.5307371540165,12.010831370490132,2014-02-27,2014-02-23
ska,2015,1033.0913475908237,11.478792751009154,532.9192458830074,10.875902977204232,2015-03-20,2015-02-25
ska,2016,1378.6213791774578,15.14968548546657,606.2214594515066,12.371866519418502,2016-02-22,2016-02-18
ska,2017,1470.6882658567042,16.34098073174116,774.2447527243668,15.800913320905446,2017-02-10,2017-01-29
ska,2018,1557.0297856777597,17.30033095197511,828.2844149804777,16.903763571030158,2018-02-03,2018-02-15
ska,2019,1756.0880770284175,19.512089744760193,1042.1721342454741,21.26881906623417,2019-01-19,2019-02-04
ska,2020,1787.706528025271,19.645126681596384,992.387411496058,20.25280431624608,2020-01-23,2020-01-28
skb,2014,1314.015749764881,14.600174997387567,588.0531893152162,12.001085496228901,2014-02-27,2014-02-22
skb,2015,1036.3339959543137,11.514822177270151,534.130761622464,10.90062778821355,2015-03-21,2015-02-24
skb,2016,1381.9069012770706,15.185790123923853,608.8841899790464,12.426207958756047,2016-02-22,2016-02-15
skb,2017,1464.4232632698472,16.271369591887193,768.9728262506522,15.693322984707189,2017-02-10,2017-01-29
skb,2018,1560.325425707398,17.336949174526644,828.9431504987414,16.917207153035537,2018-02-02,2018-02-15
skb,2019,1758.554873190928,19.53949859101031,1042.8496235088107,21.28264537773083,2019-01-18,2019-01-31
skb,2020,1788.945751904727,19.658744526425572,989.8091526064758,20.20018678788726,2020-01-23,2020-01-27
skc,2014,1320.9857729644195,14.677619699604662,574.5611748458897,11.725738262161014,2014-03-01,2014-02-22
skc,2015,1013.0801717203286,11.256446352448096,522.0485320920867,10.65405167534871,2015-03-14,2015-02-24
skc,2016,1367.3718315082806,15.026064082508578,598.7515798485801,12.2194199969098,2016-02-23,2016-02-15
skc,2017,1440.5886777845478,16.006540864272754,753.516855494296,15.377895010087673,2017-02-11,2017-01-29
skc,2018,1526.8686763530413,16.965207515033793,814.6969538916578,16.626468446768527,2018-02-02,2018-02-15
skc,2019,1744.3882708824049,19.382091898693385,1030.4988091881646,21.030587942615604,2019-01-18,2019-01-30
skc,2020,1767.9931135925726,19.428495753764533,981.3992866650126,20.028556870714542,2020-01-23,2020-01-27
uga,2014,1336.1232729650617,14.84581414405624,584.721242741086,11.933086586552777,2014-03-03,2014-02-22
uga,2015,1264.4349614362636,14.049277349291819,558.1048792810062,11.38989549553074,2015-03-14,2015-02-20
uga,2016,1447.5420222227083,15.90705518926053,623.9979249831074,12.734651530267497,2016-02-21,2016-02-15
uga,2017,1615.1518231653372,17.946131368503746,864.9479997769761,17.65199999544849,2017-02-03,2017-01-28
uga,2018,1418.3238819595617,15.759154243995129,767.0205572183263,15.65348075955768,2018-02-12,2018-02-15
uga,2019,1545.648143839918,17.17386826488798,784.0345251417036,16.000704594728646,2019-02-10,2019-02-07
uga,2020,1924.007004244892,21.14293411258123,1073.6957737304235,21.912158647559664,2020-01-19,2020-01-23
ugb,2014,1318.64286555779,14.651587395086555,575.6946381225771,11.74887016576688,2014-03-04,2014-02-22
ugb,2015,1249.4174772542335,13.882416413935927,549.7481967184845,11.219350953438457,2015-03-15,2015-02-24
ugb,2016,1423.2866313904046,15.64051243286159,616.2400696059663,12.576327951142169,2016-02-21,2016-02-15
ugb,2017,1596.190084803121,17.735445386701343,854.5831176040567,17.440471787837893,2017-02-04,2017-01-28
ugb,2018,1405.9360575231572,15.621511750257302,759.0104364764179,15.490008907681998,2018-02-13,2018-02-15
ugb,2019,1530.1396419555185,17.00155157728354,776.5716832893984,15.848401699783642,2019-02-11,2019-02-08
ugb,2020,1910.498337701806,20.99448722749237,1067.8600817359322,21.793062892570045,2020-01-19,2020-01-26
ugc,2014,1306.009574837009,14.511217498188989,569.6856443262757,11.62623763931175,2014-03-05,2014-02-23
ugc,2015,1195.332880470209,13.281476449668988,527.3519481632061,10.762284656391962,2015-03-18,2015-02-25
ugc,2016,1415.2361057986677,15.552045118666678,611.1572858187344,12.47259766977009,2016-02-22,2016-02-18
ugc,2017,1577.4633300257606,17.52737033361956,844.5735547066562,17.236194994013392,2017-02-04,2017-01-29
ugc,2018,1384.3519426203632,15.381688251337367,748.1417447553276,15.268198872557708,2018-02-14,2018-02-16
ugc,2019,1513.475561689174,16.81639512987971,769.5334795931583,15.70476488965629,2019-02-11,2019-02-08
ugc,2020,1898.556903727494,20.86326267832411,1061.4829574880193,21.662917499755494,2020-01-19,2020-01-27
